編號,行政區,門牌,交易日,建物型態,主要用途,樓層,總樓層,交易時屋齡,總價(萬),有車位,車位價(萬),車位(坪),車位可拆分,總坪,主建物(坪),附屬+陽台(坪),共有部分(坪),①扣車位建坪單價,②÷主建物,③÷主+附,含車位單價(僅參考),備註標記,備註原文,來源檔
RPTOMLQLQHLGFFA09DA,大安區,大安區忠孝東路四段248巷2號三樓,2026-08-23,華廈,住家用,3,5,41.3,3300,無,,,是,31.2906,22.1944,3.1611,5.9351,105.46,148.69,130.15,105.46,,,a_current.csv
RPUNMLTKQHLGFDA09DA,信義區,信義區基隆路一段380巷4號八樓,2026-08-17,住宅大樓,住家用,8,12,42.9,800,無,,,是,12.0274,7.9921,1.3068,2.7286,66.51,100.1,86.03,66.51,特殊關係、含增建/未登記,僅購買1/3產權親友、員工、共有人或其他特殊關係間之交易；陽台外推；,a_current.csv
RPSNMLOKQHLGFDA38DA,信義區,信義區忠孝東路四段553巷22弄8之1號五樓,2026-08-05,華廈,住家用,5,7,48.5,1800,無,,,是,26.2903,20.2796,3.4455,2.5652,68.47,88.76,75.87,68.47,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_current.csv
RPSNMLPLQHLGFDA58DA,信義區,信義區吳興街156巷61號三樓,2026-07-30,公寓,住家用,3,4,50.7,950,無,,,是,27.9782,27.9782,0,0,33.95,33.95,33.95,33.95,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_current.csv
RPWNMLSKQHLGFFA76DA,大安區,大安區敦化南路一段236巷31號七樓,2026-07-28,華廈,住家用,7,7,48.5,688,無,,,是,6.5764,5.1455,0.7169,0.7139,104.62,133.71,117.36,104.62,特殊關係、含增建/未登記、頂樓,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,a_current.csv
RPTOMLTLPHLGFDA09DA,信義區,信義區基隆路一段380巷28號十一樓之1,2026-07-27,住宅大樓,住家用,11,12,42.8,2600,無,,,是,26.4355,16.8553,2.1871,7.3931,98.35,154.25,136.54,98.35,含增建/未登記,陽台外推；,a_current.csv
RPVOMLOJQHLGFFA88DA,大安區,大安區敦化南路二段152號十二樓,2026-07-07,住宅大樓,住家用,12,19,41.2,3650,無,,,是,40.8587,24.2968,3.6966,12.8653,89.33,150.23,130.39,89.33,含增建/未登記,陽台外推；,a_current.csv
RPWNMLOLPHLGFFA98DA,大安區,大安區復興南路一段135巷3號二樓,2026-07-01,公寓,住家用,2,4,56.8,3500,無,,,是,41.6452,38.5083,3.1369,0,84.04,90.89,84.04,84.04,,,a_current.csv
RPQOMLMLPHLGFFA38EA,大安區,大安區信義路四段265巷5弄5號三樓,2026-05-26,華廈,住家用,3,7,43.8,2050,有,,,否,37.1531,27.107,4.6071,5.439,,,,55.18,特殊關係,免除價金新台幣244萬元整。親友、員工、共有人或其他特殊關係間之交易；,a_current.csv
RPRNMLRKQHLGFFA78DA,大安區,大安區大安路一段52巷32號五樓,2026-05-16,住宅大樓,住家用,5,11,55.5,4300,無,,,是,43.5267,43.5267,0,0,98.79,98.79,98.79,98.79,,,a_current.csv
RPSNMLMKQHLGFFA38DA,大安區,大安區安和路一段113號十一樓之3,2026-05-13,住宅大樓,住家用,11,12,46.9,4000,無,,,是,36.1518,27.9631,4.5194,3.6693,110.64,143.05,123.14,110.64,,,a_current.csv
RPROMLSKNHLGFFA68DA,大安區,大安區復興南路一段132號十一樓之2,2026-05-10,住宅大樓,住家用,11,15,2.1,2388,無,,,是,15.9145,9.2474,0.6141,6.053,150.05,258.23,242.15,150.05,,,a_115S2.csv
RPSNMLQLNHLGFFA58DA,大安區,大安區忠孝東路四段54號八樓,2026-05-04,住宅大樓,住家用,8,12,48.4,6800,無,,,是,58.1466,44.9969,9.0054,4.1443,116.95,151.12,125.92,116.95,,,a_115S2.csv
RPUOMLTKNHLGFFA09DA,大安區,大安區信義路四段265巷31弄7號七樓之10,2026-04-30,華廈,住家用,7,7,47.8,4500,無,,,是,48.3183,31.9712,3.7177,12.6294,93.13,140.75,126.09,93.13,含增建/未登記、頂樓,陽台外推；頂樓加蓋；,a_115S2.csv
RPSNMLNJNHLGFFA08DA,大安區,大安區信義路四段30巷18號十樓之1,2026-04-26,住宅大樓,住家用,10,13,1.4,7400,有,400,11.5918,是,56.0502,25.3465,4.4074,14.7045,157.45,276.17,235.26,132.02,,,a_115S2.csv
RPPNMLSKLHLGFFA28EA,大安區,大安區敦化南路二段104號四樓,2026-04-20,住宅大樓,住家用,4,26,40.3,8600,無,,,是,67.0552,48.2034,7.3084,11.5434,128.25,178.41,154.92,128.25,,,a_115S2.csv
RPPNMLMLNHLGFFA97EA,大安區,大安區通化街90號三樓,2026-04-20,公寓,住家用,3,5,48.2,1650,無,,,是,23.6464,20.1586,3.4878,0,69.78,81.85,69.78,69.78,,,a_115S2.csv
RPQNMLMKNHLGFFA97EA,大安區,大安區復興南路二段151巷30弄23號十一樓,2026-04-18,住宅大樓,住家用,11,19,40.9,2660,無,,,是,30.5434,22.3094,1.8997,6.3344,87.09,119.23,109.88,87.09,,,a_115S2.csv
RPQNMLMJPHLGFFA97DA,大安區,大安區信義路四段30巷18號十二樓之3,2026-04-18,住宅大樓,住家用,12,13,1.4,6300,有,450,11.5918,是,46.2099,19.5143,3.6542,11.4496,168.99,299.78,252.5,136.33,,,a_current.csv
RPPNMLLJNHLGFFA57DA,大安區,大安區樂利路42巷2號六樓,2026-04-18,華廈,住家用,6,7,,3600,無,,,是,45.735,39.5398,1.7424,4.4528,78.71,91.05,87.2,78.71,,,a_115S2.csv
RPSNMLTLNHLGFFA88DA,大安區,大安區敦化南路一段161巷45號四樓,2026-04-17,華廈,住家用,5,7,56,4900,無,,,是,52.2024,47.7799,4.4226,0,93.87,102.55,93.87,93.87,,,a_115S2.csv
RPPNMLSKNHLGFDA28EA,信義區,信義區吳興街600巷76弄127號五樓,2026-04-17,公寓,住家用,5,5,40.8,1500,無,,,是,28.2112,25.0742,3.1369,0,53.17,59.82,53.17,53.17,頂樓,,a_115S2.csv
RPWNMLRLNHLGFFA09DA,大安區,大安區信義路四段265巷29號六樓,2026-04-13,華廈,住家用,6,7,48,2988,無,,,是,29.158,27.6334,1.5246,0,102.48,108.13,102.48,102.48,含增建/未登記,陽台外推；包含公共設施保留地用地；,a_115S2.csv
RPPOMLTKNHLGFFA58DA,大安區,大安區忠孝東路四段170巷6弄4號二樓,2026-04-13,華廈,住家用,2,7,46.8,3920,無,,,是,43.6024,31.6627,5.4359,6.5038,89.9,123.81,105.66,89.9,含增建/未登記,陽台外推；其他增建；,a_115S2.csv
RPTNMLQLNHLGFFA68DA,大安區,大安區通化街245號六樓之2,2026-04-13,華廈,住家用,6,7,45.3,2858,無,,,是,36.4361,30.1169,2.0449,4.2743,78.44,94.9,88.86,78.44,,,a_115S2.csv
RPRNMLLKNHLGFFA97EA,大安區,大安區和平東路三段1巷72弄12號十樓,2026-04-13,住宅大樓,住家用,10,19,40.9,2742,無,,,是,31.1666,22.863,2.5198,5.7838,87.98,119.93,108.03,87.98,,,a_115S2.csv
RPOOMLTKNHLGFFA48DA,大安區,大安區復興南路一段132號六樓之2,2026-04-11,住宅大樓,住家用,6,15,2,2526,有,,5.1123,否,21.0268,9.2474,0.6141,6.053,,,,120.13,,,a_115S2.csv
RPPNMLKKMHLGFFA47DA,大安區,大安區仁愛路四段300巷31弄5號三樓,2026-04-08,華廈,住家用,3,7,41.8,3960,無,,,是,35.7585,29.4393,4.0323,2.2869,110.74,134.51,118.31,110.74,,,a_115S2.csv
RPQNMLSJNHLGFFA48EA,大安區,大安區忠孝東路四段233號十一樓之7,2026-04-08,住宅大樓,住家用,11,11,43.3,1425.9,無,,,是,13.5792,10.6843,0,2.8949,105.01,133.46,133.46,105.01,頂樓,,a_115S2.csv
RPPNMLKLNHLGFFA77EA,大安區,大安區光復南路240巷3號九樓,2026-04-07,住宅大樓,住家用,9,12,47.8,2150.7166,無,,,是,53.718,42.4287,4.2562,7.0331,40.04,50.69,46.07,40.04,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_115S2.csv
RPTNMLLLNHLGFFA18DA,大安區,大安區仁愛路四段435號二樓,2026-04-06,住宅大樓,住家用,2,12,38.8,6338,無,,,是,49.9125,41.618,4.7946,3.4999,126.98,152.29,136.56,126.98,含增建/未登記,陽台外推；,a_115S2.csv
RPQNMLOKNHLGFFA18EA,大安區,大安區和平東路二段76巷19弄2號四樓,2026-03-30,公寓,住家用,4,4,49.3,2076,無,,,是,23.6797,23.6797,0,0,87.67,87.67,87.67,87.67,頂樓,,a_115S2.csv
RPSNMLOJNHLGFFA18DA,大安區,大安區敦化南路一段236巷31號七樓,2026-03-30,華廈,住家用,7,7,48.2,6192,無,,,是,59.1993,46.3097,6.4523,6.4372,104.6,133.71,117.36,104.6,特殊關係、含增建/未登記、頂樓,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,a_115S2.csv
RPTPMLTLMHLGFDA88DA,信義區,信義區吳興街328號二樓,2026-03-30,公寓,住家用,2,4,49.8,2050,無,,,是,25.2376,25.2376,0,0,81.23,81.23,81.23,81.23,含增建/未登記,陽台外推；其他增建；,a_115S2.csv
RPQNMLTJMHLGFFA38DA,大安區,大安區復興南路二段171巷16號七樓,2026-03-28,住宅大樓,住家用,7,19,40.8,3568,無,,,是,39.2948,29.5633,3.2882,6.4433,90.8,120.69,108.61,90.8,含增建/未登記,陽台外推；其他增建；,a_115S2.csv
RPUNMLQLLHLGFFA58DA,大安區,大安區復興南路一段253巷2號十一樓之4,2026-03-26,住宅大樓,住家用,11,14,47.2,1050,無,,,是,6.1287,3.8902,0,2.2385,171.33,269.91,269.91,171.33,含租約,含租約；,a_115S2.csv
RPPNMLRJMHLGFFA18EA,大安區,大安區忠孝東路四段216巷38號二樓,2026-03-26,華廈,住家用,2,7,47.8,3050,無,,,是,31.2694,25.1105,2.1992,3.9597,97.54,121.46,111.68,97.54,,,a_115S2.csv
RPWNMLRJNHLGFFA88DA,大安區,大安區敦化南路二段154巷5號十四樓,2026-03-26,住宅大樓,住家用,14,19,40.9,3564,無,,,是,40.5804,23.84,3.9265,12.8139,87.83,149.5,128.36,87.83,含增建/未登記,陽台外推；其他增建；,a_115S2.csv
RPQNMLKMMHLGFFA87EA,大安區,大安區復興南路二段193巷19號十四樓,2026-03-25,住宅大樓,住家用,14,19,40.8,617.5,無,,,是,19.6444,14.7802,1.6456,3.2186,31.43,41.78,37.59,31.43,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_115S2.csv
RPPOMLKLMHLGFDA47DA,信義區,信義區光復南路567號七樓之3,2026-03-25,住宅大樓,住家用,7,18,17.6,1688,無,,,是,13.0045,7.8499,0.5838,4.5708,129.8,215.04,200.15,129.8,含增建/未登記,陽台外推；夾層；,a_115S2.csv
RPRNMLLLMHLGFFA87DA,大安區,大安區仁愛路四段401號六樓,2026-03-22,住宅大樓,住家用,6,14,42.3,4288,無,,,是,34.9932,24.0246,5.1092,5.8594,122.54,178.48,147.18,122.54,含增建/未登記,陽台外推；其他增建；,a_115S2.csv
RPQNMLPJNHLGFFA08DA,大安區,大安區安和路一段11號八樓之1,2026-03-18,住宅大樓,住家用,8,12,48.1,4100,無,,,是,30.002,24.0639,2.1236,3.8145,136.66,170.38,156.56,136.66,含增建/未登記,陽台外推；,a_115S2.csv
RPQNMLKKMHLGFFA67EA,大安區,大安區忠孝東路四段216巷11弄10號二樓,2026-03-17,華廈,住家用,2,7,49.2,4100,無,,,是,41.2489,38.3268,0,2.9222,99.4,106.97,106.97,99.4,含增建/未登記,陽台外推；,a_115S2.csv
RPRNMLQKLHLGFFA18DA,大安區,大安區復興南路二段78巷30弄2號十二樓之2,2026-03-16,住宅大樓,住家用,12,15,38.7,5900,有,370,10.3364,是,57.6202,31.336,4.7946,11.1532,116.95,176.47,153.06,102.39,其他備註,1.房、地、車位分別計價，乙方係公司行號含營業稅2.權利人共二人3.房屋部分其土地價款：新台幣51500000元4.車位其土地價款：新台幣1900000元5.建物價款：新台幣3800000元6.車位建物價款：新台幣1800000元,a_115S2.csv
